cell_id,population_label,group_order,total_counts,detected_genes,zero_fraction,pc1,pc2,pc3,pc4,pc5,H,S,M,R,oxidative_stress_score
Low-2015-09-08-4-D11_S30_L000,PKH26_Low,1,884171,5899,0.9014171596644271,-5.71840153138752,1.4903793128208156,27.916298398304463,2.7502591404043266,-5.233451712081036,-0.4925667241150329,1.0180666905903302,0.0,0.5505639213309697,-0.16413337828357008
Low-2015-09-08-4-D7_S27_L000,PKH26_Low,1,1470301,6210,0.8962197934422942,17.662657928305666,4.8260589397088856,18.4740928137134,-11.639865187322638,-13.118868750655382,0.1996030389260686,0.1408964937017945,0.0,0.6096048295815719,0.8360131812095087
Low-2015-09-08-4-D8_S28_L000,PKH26_Low,1,1543856,5288,0.911628062435242,0.2178891615958475,6.443241960937367,12.461335685645793,-19.33578697333442,-1.6732139166772055,-0.0869509985759391,1.5439660318101036,0.0,0.4261572359324124,0.4803551408242611
Low-2015-09-08-4-E10_S9_L000,PKH26_Low,1,1309250,7058,0.8820481967980214,21.700846272070915,13.870382365171112,19.74292492606268,2.076555698809346,-8.415592931957086,0.3394504945184811,-0.2942474400711568,0.0,0.0355188700775405,0.03526383419930624
Low-2015-09-08-4-E11_S10_L000,PKH26_Low,1,1335299,5695,0.9048263645175306,-4.451173915156711,14.002643545426364,-15.045111868559648,-2.8807381106444114,-7.840449419906064,-0.0952246962780982,0.8612686197533301,0.0,-0.0908990716662107,-0.2679530461898197
Low-2015-09-08-4-E12_S11_L000,PKH26_Low,1,1322368,5790,0.9032387446104482,-2.097154433011636,7.943467754094113,-13.649503406442465,-7.5753835457018575,-10.94429213319817,-0.071120585364328,1.3761974788245577,0.0,0.2958027708481215,0.34456983451200407
Low-2015-09-08-4-E7_S6_L000,PKH26_Low,1,1422923,5348,0.9106253551255056,-15.516054945681566,16.565476002013543,-6.727191536009767,-2.3195530017880768,-10.318281630241374,-0.1563661893436766,0.0879781500883995,0.0,-0.5180816347477227,0.5924586094659213
Low-2015-09-08-4-E8_S7_L000,PKH26_Low,1,991466,5180,0.9134329355927672,-15.742266633016069,2.825138294929591,4.300828378304911,-8.118481589459964,1.6575737445258456,-0.6383127812522503,0.3103780675602649,0.0,0.1377330405360849,-0.10295228983933094
Low-2015-09-08-4-E9_S8_L000,PKH26_Low,1,1518233,5378,0.9101240014706374,7.2107332264861315,-4.961411714965648,13.052430569944292,-23.222659573355457,7.033381482590948,-0.0701639543912315,0.5200874957952057,0.0,1.1900769458819844,0.3712994731125057
Low-2015-09-08-4-F11_S38_L000,PKH26_Low,1,1187464,5519,0.9077676392927572,-7.051774792553768,5.101052995250385,-8.45736801333085,-9.823471143091544,-8.497836437445262,-0.2965528119293619,1.036321729851584,0.0,0.3246052608191668,0.16445217072538637
Low-2015-09-08-4-F7_S35_L000,PKH26_Low,1,752807,4934,0.917544035562686,-33.01090608684271,0.3115506252479803,1.5582928198152082,-11.8049847872107,-7.2200528630170435,-1.0574967312027368,-1.103390442530147,0.0,-0.5438351875017617,-0.5704615448434738
Low-2015-09-08-4-F8_S36_L000,PKH26_Low,1,1035900,5255,0.9121795514555968,-13.785229468042644,1.2588747440593508,-3.306537433392045,-14.565579221299071,-2.674520577922149,-0.5574511593341921,0.4297831382438709,0.0,0.2842556757030516,-0.06886415326031102
Low-2015-09-08-4-F9_S37_L000,PKH26_Low,1,810961,6497,0.8914235101440556,-5.385027240900677,10.907688494978062,25.279252202020835,0.887699193376637,-10.804376897420736,-0.3858327693540651,1.0175992359321588,0.0,0.0585910524410702,-0.09700072823511328
Low-2015-09-08-4-G10_S48_L000,PKH26_Low,1,252207,5388,0.9099568835856814,-50.95546150543299,-14.65500544090714,34.48097889690105,0.3895432543521708,-19.54824483984452,-2.122847943720159,-2.8465863045238744,0.0,-1.185457771858276,-1.651090908680018
Low-2015-09-08-4-G11_S49_L000,PKH26_Low,1,597551,6078,0.898425749523714,-15.128453405591731,-1.4299414218165694,26.928983539277404,1.3559814820964038,-9.950150374041042,-0.8777758673184956,0.2442344613680077,0.0,0.3487456170698511,-0.3422274348366485
Low-2015-09-08-4-G12_S50_L000,PKH26_Low,1,841574,5562,0.907049032387446,-6.696794483960893,-11.6334788119969,14.880588502154335,-9.186604011223924,-17.33458970608632,-0.6744907594765952,0.0711418662079838,0.0,1.1320152084879165,-1.1770812253457714
Low-2015-09-08-4-G7_S45_L000,PKH26_Low,1,1253653,4983,0.9167251579264012,-13.672195070564117,3.926476240007557,3.0432007702383626,-16.574987246644813,-4.248874839189887,-0.4521080054966885,0.4914221628594923,0.0,0.1652330877929237,-0.24147392724304803
Low-2015-09-08-4-G8_S46_L000,PKH26_Low,1,1052371,4435,0.9258832180219928,-40.02142530232948,3.96486803593222,-0.6184931670272855,5.000349350936786,3.349424706415595,-0.9008819416625516,-1.6362398911208296,0.0,-1.01207753195356,-1.2951064037947408
Low-2015-09-08-4-G9_S47_L000,PKH26_Low,1,680752,5750,0.9039072161502724,-19.29661869025433,0.5148975629451988,26.35243703819185,-0.2747737667917006,-8.883228159621073,-0.8466359836827458,-0.0144670135337668,0.0,0.0908457584916623,-0.3924056632027088
