cell_id,population_label,k,knn_same_label_purity,knn_label_entropy,centroid_margin,S_refined_raw,S_refined
High-2015-09-08-4-E5_S4_L000,PKH26_High,8,0.125,0.37677016125643675,-5.828040047276151,-1.7868762317585798,-1.2383006816900723
High-2015-09-08-4-E6_S5_L000,PKH26_High,8,0.375,0.6615632381579821,4.570932804733207,-1.1033695048383538,-0.6937275722657431
High-2015-09-08-4-F2_S31_L000,PKH26_High,8,0.875,0.37677016125643675,17.750061630293114,0.7943916359734268,0.8182834214711963
High-2015-09-08-4-F3_S32_L000,PKH26_High,8,0.75,0.5623351446188083,16.192999864934485,0.27204943555067773,0.40211558425112154
High-2015-09-08-4-F4_S33_L000,PKH26_High,8,0.25,0.5623351446188083,6.2483316744628645,-1.2626436310179419,-0.8206266980948068
High-2015-09-08-4-F6_S34_L000,PKH26_High,8,0.5,0.9743147528693494,1.8762006208744566,-1.170922040278295,-0.7475489800517114
High-2015-09-08-4-G1_S39_L000,PKH26_High,8,0.875,0.37677016125643675,14.310177475055266,0.6834919856040675,0.7299258895595
High-2015-09-08-4-G2_S40_L000,PKH26_High,8,0.875,0.37677016125643675,14.859735086582038,0.7012093691628535,0.7440419330093513
High-2015-09-08-4-G3_S41_L000,PKH26_High,8,0.25,0.5623351446188083,-6.3051948941937574,-1.6673612449081165,-1.1430790175153454
High-2015-09-08-4-G5_S43_L000,PKH26_High,8,0.625,0.6615632381579821,4.734790730945683,-0.49104514726949683,-0.20586788304216389
High-2015-09-08-4-G6_S44_L000,PKH26_High,8,0.25,0.5623351446188083,-1.7838772196186028,-1.5215968741644978,-1.0269435743766888
Low-2015-09-08-2-A10_S70_L000,PKH26_Low,8,1.0,-0.0,11.852897241256557,1.2501623128801735,1.1814114565468576
