gene,log1p_mean_diff_PKH26_High_vs_G1
ENSG00000257808,0.015068416968694463
ST6GALNAC5,0.015068416968694463
C1GALT1P1,0.015068416968694463
ENSG00000238708,0.015068416968694463
Y_RNA__dup637,0.015068416968694463
ENSG00000266854,0.015068416968694463
B4GALNT4,0.015068416968694463
SPACA6,0.015068416968694463
PSMC1P10,0.015068416968694463
ENSG00000258777,0.015068416968694463
SMG1P4,0.015068416968694463
RPL15P20,0.015068416968694463
ENSG00000215142,0.015068416968694463
DYNLL1P3,0.015068416968694463
STRA6LP,0.015068416968694463
ENSG00000225840,0.015068416968694463
COL4A4,0.015068416968694463
MGAT5B,0.015068416968694463
C9ORF152,0.015068416968694463
DNAJC17P1,0.015068416968694463
COX6B1P2,0.015068416968694463
RPL7P59,0.015068416968694463
CACYBPP1,0.015068416968694463
ENSG00000225813,0.015068416968694463
PCA3,0.015068416968694463
ENSG00000259553,0.015068416968694463
GAPDHP50,0.015068416968694463
GPT,0.015068416968694463
NKAPL,0.015068416968694463
TPM3P4,0.015068416968694463
ENSG00000225994,0.015068416968694463
HOXA2,0.015068416968694463
ENSG00000259601,0.015068416968694463
ENSG00000264523,0.015068416968694463
ENSG00000254649,0.015068416968694463
ENSG00000241666,0.015068416968694463
AATBC,0.015068416968694463
ENSG00000270382,0.015068416968694463
SLC30A4-AS1,0.015068416968694463
SFXN4P1,0.015068416968694463
MTCO3P22,0.015068416968694463
ENSG00000254758,0.015068416968694463
RPL39P38,0.015068416968694463
ENSG00000259371,0.015068416968694463
MECOM-AS1,0.015068416968694463
ENSG00000271032,0.015068416968694463
RPL36AP4,0.015068416968694463
RPS17P5,0.015068416968694463
ENSG00000215304,0.015068416968694463
MRPS11P1,0.015068416968694463
LINC02154,0.015068416968694463
LINC01055,0.015068416968694463
LINC03131,0.015068416968694463
EIF1P6,0.015068416968694463
ENSG00000241599,0.015068416968694463
FAF1-AS1,0.015068416968694463
RPSAP76,0.015068416968694463
ENSG00000254675,0.015068416968694463
SLC4A4,0.015068416968694463
SNX10-AS1,0.015068416968694463
HMGB1P4,0.015068416968694463
ENSG00000235089,0.015068416968694463
PPIAP21,0.015068416968694463
ENSG00000259812,0.015068416968694463
ENSG00000196390,0.015068416968694463
ENSG00000242286,0.015068416968694463
RPL31P1,0.015068416968694463
ZNF124,0.015068416968694463
ENSG00000254336,0.015068416968694463
ENSG00000259789,0.015068416968694463
RPS26P52,0.015068416968694463
GTF2H2B,0.015068416968694463
CDH16,0.015068416968694463
MRPS21P6,0.015068416968694463
KRT8P14,0.015068416968694463
ENSG00000226040,0.015068416968694463
SVIL2P,0.015068416968694463
GAL3ST1,0.015068416968694463
ENSG00000268218,0.015068416968694463
ENSG00000214278,0.015068416968694463
PCMTD1P3,0.015068416968694463
WDR72,0.015068416968694463
YWHAQP7,0.015068416968694463
PRSS8,0.015068416968694463
HNRNPA1P43,0.015068416968694463
DCAF8L1,0.015068416968694463
MTND5P26,0.015068416968694463
LDHAL6A,0.015068416968694463
IMMP1LP1,0.015068416968694463
VIL1,0.015068416968694463
ENSG00000235081,0.015068416968694463
SLC13A1,0.015068416968694463
SLC25A1P1,0.015068416968694463
RPL10P7,0.015068416968694463
ENSG00000259647,0.015068416968694463
OR51E2,0.015068416968694463
ENSG00000259649,0.015068416968694463
CD3D,0.015068416968694463
ARPC1AP1,0.015068416968694463
ENSG00000259677,0.015068416968694463
LINC03042,0.015068416968694463
SERBP1P3,0.015068416968694463
ADGRE2,0.015068416968694463
ENSG00000259689,0.015068416968694463
ENSG00000214566,0.015068416968694463
F2RL3,0.015068416968694463
CHKB-CPT1B,0.015068416968694463
PGR,0.015068416968694463
NUTF2P6,0.015068416968694463
MS4A7,0.015068416968694463
LINC00523,0.015068416968694463
ENSG00000267892,0.015068416968694463
ANAPC1P6,0.015068416968694463
LOHAN2,0.015068416968694463
CAVIN4,0.015068416968694463
DDX18P3,0.015068416968694463
ENSG00000217331,0.015068416968694463
RPS7P5,0.015068416968694463
ENSG00000270914,0.015068416968694463
ENSG00000236029,0.015068416968694463
ENSG00000225096,0.015068416968694463
RPL7P15,0.015068416968694463
RPL10P1,0.015068416968694463
ENSG00000267701,0.015068416968694463
RPL7P58,0.015068416968694463
MST1L,0.015068416968694463
ENSG00000217612,0.015068416968694463
ENSG00000240687,0.015068416968694463
TPI1P3,0.015068416968694463
LRRD1,0.015068416968694463
RPL21P60,0.015068416968694463
KRT6C,0.015068416968694463
KRT16,0.015068416968694463
LINC01553,0.015068416968694463
RABGGTBP1,0.015068416968694463
RBMXP3,0.015068416968694463
SRD5A3P1,0.015068416968694463
CTNNA2,0.015068416968694463
ALK,0.015068416968694463
ENSG00000259345,0.015068416968694463
ENSG00000258856,0.015068416968694463
COL8A2,0.015068416968694463
ENSG00000258792,0.015068416968694463
RPL7L1P5,0.015068416968694463
ARL17A,0.015068416968694463
ENSG00000270870,0.015068416968694463
BNIP3P37,0.015068416968694463
NPM1P8,0.015068416968694463
GCATP1,0.015068416968694463
EEF1A1P2,0.015068416968694463
ENSG00000258850,0.015068416968694463
RPL36AP40,0.015068416968694463
PDXDC2P,0.015068416968694463
KRT18P22,0.015068416968694463
ENSG00000267667,0.015068416968694463
CDC42BPG,0.015068416968694463
ENSG00000258906,0.015068416968694463
DLX4,0.015068416968694463
HSD17B1P1,0.015068416968694463
ENSG00000266385,0.015068416968694463
FUT3,0.015068416968694463
ENSG00000240453,0.015068416968694463
ENSG00000186244,0.015068416968694463
C21ORF91-OT1,0.015068416968694463
ENSG00000235907,0.015068416968694463
RN7SL776P,0.015068416968694463
ENSG00000259286,0.015068416968694463
MTFR2P2,0.015068416968694463
LINC00484,0.015068416968694463
DEFB109D,0.015068416968694463
GBP1P1,0.015068416968694463
LINC01107,0.015068416968694463
ENSG00000259252,0.015068416968694463
ENSG00000267827,0.015068416968694463
ENSG00000235582,0.015068416968694463
SLC6A16,0.015068416968694463
RAB17,0.015068416968694463
SNHG28,0.015068416968694463
RTN4RL2,0.015068416968694463
FBXW10B,0.015068416968694463
LTK,0.015068416968694463
ENSG00000241357,0.015068416968694463
ENSG00000259321,0.015068416968694463
RPS27P7,0.015068416968694463
CTRB2,0.015068416968694463
LINC01192,0.015068416968694463
PTGER2,0.015068416968694463
HNRNPMP1,0.015068416968694463
BCRP3,0.015068416968694463
LINC02345,0.015068416968694463
ENSG00000235665,0.015068416968694463
DMRT3,0.015068416968694463
CEACAM8,0.015068416968694463
RPSAP43,0.015068416968694463
SND1-DT,0.015068416968694463
LINC01910,0.015068416968694463
FAR1P1,0.015068416968694463
HSP90AB7P,0.015068416968694463
HEATR4,0.015068416968694463
ENSG00000270956,0.015068416968694463
SORCS1,0.015068416968694463
PDGFDDN,0.015068416968694463
RPL4P1,0.015068416968694463
EDN3,0.015068416968694463
ENSG00000235779,0.015068416968694463
EYA2,0.015068416968694463
LUZP2,0.015068416968694463
CDHR4,0.015068416968694463
MIPEPP1,0.015068416968694463
TPM3P7,0.015068416968694463
SPOCK2,0.015068416968694463
ENSG00000241105,0.015068416968694463
ENSG00000235704,0.015068416968694463
PCBP2P1,0.015068416968694463
LINC01982,0.015068416968694463
ENSG00000238186,0.015068416968694463
MCPH1-AS1,0.015068416968694463
RPL34P11,0.015068416968694463
TENM2,0.015068416968694463
CRLF3P2,0.015068416968694463
Y_RNA__dup336,0.015068416968694463
SLC26A1,0.015068416968694463
SEPTIN14P4,0.015068416968694463
SKAP1,0.015068416968694463
ENSG00000230305,0.015068416968694463
ENSG00000250114,0.015068416968694463
FMO3,0.015068416968694463
AK3P2,0.015068416968694463
ISM2,0.015068416968694463
ENSG00000144140,0.015068416968694463
ENSG00000206592,0.015068416968694463
IGLL3P,0.015068416968694463
FAM120A2P,0.015068416968694463
TLDC2,0.015068416968694463
ENSG00000202343,0.015068416968694463
ENSG00000229567,0.015068416968694463
ERCC-00053,0.015068416968694463
ASNSP4,0.015068416968694463
LINC02837,0.015068416968694463
C11ORF91,0.015068416968694463
CALM1P2,0.015068416968694463
ANKRD63,0.015068416968694463
MAST3-AS1,0.015068416968694463
COL20A1,0.015068416968694463
CIBAR1P2,0.015068416968694463
KHSRPP1,0.015068416968694463
LINC01618,0.015068416968694463
DSTNP1,0.015068416968694463
ANKRD18B,0.015068416968694463
RPL23AP57,0.015068416968694463
SPATA20P1,0.015068416968694463
SLC5A2,0.015068416968694463
ENSG00000250202,0.015068416968694463
RLIG1P3,0.015068416968694463
WEE1P1,0.015068416968694463
ENSG00000205625,0.015068416968694463
MTND1P28,0.015068416968694463
MICA,0.015068416968694463
ENSG00000251354,0.015068416968694463
TRIM60P14,0.015068416968694463
NTMT2,0.015068416968694463
SLC5A12,0.015068416968694463
XXYLT1-AS2,0.015068416968694463
ENSG00000264215,0.015068416968694463
ENSG00000269545,0.015068416968694463
ENSG00000250749,0.015068416968694463
ENSG00000229817,0.015068416968694463
ENSG00000205595,0.015068416968694463
ENSG00000230393,0.015068416968694463
HSH2D-AS1,0.015068416968694463
RTEL1P1,0.015068416968694463
TRIM71,0.015068416968694463
ENSG00000264431,0.015068416968694463
CCNHP1,0.015068416968694463
ENSG00000229721,0.015068416968694463
EXOC7P1,0.015068416968694463
GADL1,0.015068416968694463
PSMC1P3,0.015068416968694463
RPS10P5,0.015068416968694463
ENSG00000269318,0.015068416968694463
ENSG00000202496,0.015068416968694463
LYARP1,0.015068416968694463
SLC10A4,0.015068416968694463
MIR3134,0.015068416968694463
SLC10A6,0.015068416968694463
ENSG00000230552,0.015068416968694463
SPRR2E,0.015068416968694463
ENSG00000250672,0.015068416968694463
ACTG1P23,0.015068416968694463
SECTM1,0.015068416968694463
ENSG00000250725,0.015068416968694463
ENSG00000229750,0.015068416968694463
PHF10P2,0.015068416968694463
ENSG00000251393,0.015068416968694463
ABITRAMP1,0.015068416968694463
ENSG00000203327,0.015068416968694463
PKP4-AS1,0.015068416968694463
HNRNPA1P20,0.015068416968694463
LINC00587,0.015068416968694463
PSG5,0.015068416968694463
SHANK3,0.015068416968694463
LINC01160,0.015068416968694463
UNC80,0.015068416968694463
ENSG00000205821,0.015068416968694463
TACR3-AS1,0.015068416968694463
OR7E28P,0.015068416968694463
SUMO2P5,0.015068416968694463
ENSG00000250778,0.015068416968694463
CNIH3-AS1,0.015068416968694463
SIRPB1,0.015068416968694463
STUM,0.015068416968694463
ENSG00000263621,0.015068416968694463
ENSG00000251478,0.015068416968694463
ENSG00000250636,0.015068416968694463
ENSG00000264324,0.015068416968694463
ENSG00000263990,0.015068416968694463
PTP4A1P4,0.015068416968694463
ENSG00000230571,0.015068416968694463
RPL17P5,0.015068416968694463
CNOT6LP1,0.015068416968694463
LINC01562,0.015068416968694463
ENSG00000267277,0.014883880574950673
RAB26,0.014841825659394417
PPP6C,0.014617380444985617
ELP1,0.014606379375805556
C20ORF96,0.014595778142951543
RBBP4P5,0.014578982271279406
PRDX3P1,0.014575955992475909
METTL22,0.014499394934300858
SLC12A8,0.014474068972498783
MIDN,0.014370462530697292
KLHL2,0.014262813489841486
MAGEF1,0.01425166702894276
FPGT,0.014240084670941067
KHDC1-AS1,0.014213757873459507
ENSG00000247679,0.01412026542484171
LINC02293,0.014063855837448166
TMSB4XP1,0.014063855837448166
KRT8P48,0.014063855837448166
RPL34P34,0.014063855837448166
BMS1P1,0.014063855837448166
ENSG00000235251,0.014063855837448166
ENSG00000237861,0.014063855837448166
AK6P1,0.014063855837448166
SPIN2A,0.014063855837448166
SNRPD2P1,0.014063855837448166
SRSF10P2,0.014063855837448166
ENSG00000240975,0.014063855837448166
ENSG00000263198,0.014063855837448166
ENSG00000269894,0.014063855837448166
PTGES3P2,0.014063855837448166
GTF2H2C,0.014063855837448166
MTCO1P2,0.014063855837448166
SLC35D1,0.014026335409515145
CKLF,0.013979099337531942
TBX19,0.01380756741504327
SPIN1,0.013677848060774878
RNF187,0.013675887316380697
LARP4B,0.013667137881497649
MFSD2B,0.013607646940044543
NOX1,0.013435788051513277
RPLP1P6,0.013396342239592421
PAPLN,0.013169090722844473
ENSG00000267283,0.013166390152764884
KRT18P4,0.013059294706201874
ENSG00000228522,0.013038913983433986
MAP3K1,0.013038841903501686
TPD52,0.013008752764272824
ENSG00000229728,0.012950273985706806
ENSG00000227934,0.012949902896399523
ENSG00000184188,0.012796451318086877
EXD3,0.012761445440257813
ZNF527,0.012678900911569813
KRT8P3,0.012663565875289606
ENSG00000230863,0.012431226920266991
PLEKHA3,0.0123476068807723
CRAT,0.012342683733627569
MARCHF5,0.01225690871027263
AKNA,0.012143306742301602
FAM222A,0.012131822893406474
MSS51,0.011925332131692598
RPAP2,0.011917900088547873
ENSG00000257545,0.011882874686424294
TMPOP2,0.011882874686424294
HS3ST5,0.011882874686424294
ENSG00000227698,0.011882874686424294
GPR183,0.011882874686424294
ENSG00000259038,0.011882874686424294
ENSG00000270039,0.011882874686424294
RIBC2,0.011882874686424294
CD46,0.011877309952966542
EEF1AKMT3,0.011732742648247085
ENSG00000256591,0.011704628404213963
CMYA5,0.01160358660134539
COA5,0.01160013468271659
MBTD1,0.011591319286320179
ENSG00000235477,0.011555839771558496
ENSG00000268364,0.011517121422481832
MAP1LC3B2,0.011481661009275057
CENPCP1,0.011349153013503588
B9D1,0.011345522399898833
DMPK,0.011291713531887737
ENSG00000224959,0.0111609994760455
ZNF189,0.0109237896469071
HAUS1P2,0.010915724470848293
CYB5D1,0.010909682555721167
REEP5,0.010900859214600267
ARHGAP42-AS1,0.010736410801360188
ANKMY2,0.010707583668898346
NUP62CL,0.010541856546544465
EOGT-DT,0.01046254185224818
CTXN1,0.010413432471855971
LINC00265,0.010340577892284458
ENSG00000267381,0.010339698957757854
USP1,0.010320185501992984
LRCH4,0.010287623746047525
RPL10P3,0.010235950542948069
KCTD21-AS1,0.010202562362411516
RN7SL208P,0.010174086981369623
GNL3LP1,0.010140780927705553
POU3F2,0.010104041389705637
MKS1,0.010064383404009059
ALG10B,0.010042811116402262
TOMM40L,0.009901871776240134
PPM1F-AS1,0.009870628231023304
RTRAFP2,0.009687598309105427
ENSG00000261067,0.009624745495613152
C1ORF220,0.009610473862074115
MTSS1,0.009566339769891824
C14ORF119,0.009498420666176344
SOX9-AS1,0.00945236836801655
COA6-AS1,0.009215571918601284
KRT8P45,0.009183169471342456
MARK2,0.009177850659828124
ARPC1AP2,0.00913621979645926
TRIM11,0.00909241699614649
MYH10,0.009080577233907317
TRMT61B,0.009080319697894357
SNED1,0.009024172797160682
DND1P1,0.008966244574681065
FAM220A,0.008915945869906627
YTHDF2P1,0.008909628487159177
ENSG00000231344,0.00890660220835568
ENSG00000213036,0.008800583793339034
ZNF346,0.008699425457495247
ENSG00000243453,0.008587867562616563
ENSG00000258072,0.008587867562616563
FTX,0.008587867562616563
RPL7AP27,0.00858786756261655
RPL5P17,0.008585523430886477
MXRA7P1,0.008584841283813066
STAU2P1,0.008584841283813066
ENSG00000258177,0.008564246622091792
IL7,0.008451722562884845
ENSG00000246203,0.008437602096655047
DCP1B,0.008405867352193397
MEMO1P2,0.008358249974513024
UBE2L4,0.008358249974512996
CGAS,0.008331296696993062
KIF4A,0.008165719149129558
SLC30A4,0.008123422979750883
RAB30,0.00781299613523534
ENSG00000269337,0.007809897740670327
PSMD14P1,0.007809897740670327
PIMREGP1,0.007809897740670327
SRP72P1,0.007809897740670327
ZNF724,0.007793405952126825
ENSG00000263280,0.007743675631953162
RNASEL,0.0077390042338990606
SLC36A4,0.007734536938998282
AK4P3,0.007583306431370243
ENSG00000256799,0.0075802801525667735
MIR1302-9HG,0.007471259432071706
MYL5,0.007454345977976007
IFNLR1,0.007436067244212224
CARD9,0.007174089694150523
FAM86B3P,0.0070824765800301115
ENSG00000230648,0.007031927918724083
MESDP1,0.007031927918724083
NSA2P4,0.007031927918724083
RPS23P1,0.007031927918724083
COQ10BP2,0.007031927918724083
SRD5A1P1,0.007031927918724083
RPS21P1,0.007031927918724083
ENSG00000253180,0.007031927918724083
RPL22P12,0.007031927918724083
MYL6BP1,0.007031927918724083
RPS27P13,0.007031927918724083
POLD2P1,0.007031927918724083
UFC1P1,0.007031927918724083
METTL1P1,0.007031927918724083
ATP1B1P1,0.007031927918724083
GAPDHP73,0.007031927918724083
RPS27AP2,0.007031927918724083
DDX18P1,0.007031927918724083
KRT18P35,0.007031927918724083
ENSG00000254561,0.007031927918724083
FDPSP4,0.007031927918724083
H3P36,0.007031927918724083
RPL31P31,0.007031927918724083
ICA1-AS1,0.007031927918724083
PRPS1P2,0.007031927918724083
MT-TI,0.007031927918724083
EEF1A1P16,0.007031927918724083
SNRPCP14,0.007031927918724083
KRT18P33,0.007031927918724083
ENSG00000253346,0.007031927918724083
KRT18P23,0.007031927918724083
UPK3BL1,0.007031927918724083
MT-TL2,0.007031927918724083
HNRNPA1P16,0.007031927918724083
RACGAP1P1,0.007031927918724083
RPL21P125,0.007031927918724083
CERS3,0.007031927918724083
SLC25A5P8,0.007031927918724083
ENSG00000269279,0.007031927918724083
NECAP1P1,0.007031927918724083
ENSG00000258320,0.007031927918724083
ENSG00000196331,0.007031927918724083
HSPA8P16,0.007031927918724083
GRIN2C,0.007031927918724083
ENSG00000219951,0.007031927918724083
KRT18P18,0.007031927918724083
MED8-AS1,0.007031927918724083
EEF1A1P25,0.007031927918724083
RNY4P34,0.007031927918724083
ENSG00000249356,0.007031927918724083
ENSG00000228367,0.007031927918724083
ENSG00000250613,0.007031927918724083
DNALI1,0.007031927918724083
ENSG00000236065,0.007031927918724083
RPS24P17,0.007031927918724083
ENSG00000213078,0.007031927918724083
ARF1P2,0.007031927918724083
ENSG00000228366,0.007031927918724083
PHB1P20,0.007031927918724083
HIKESHIP1,0.007031927918724083
ACTBP16,0.007031927918724083
NOP56P3,0.007031927918724083
ADH5P3,0.007031927918724083
DDX55P1,0.007031927918724083
ENSG00000178430,0.007031927918724083
RPL10P8,0.007031927918724083
RPL5P28,0.007031927918724083
GAPDHP29,0.007031927918724083
BOLA2P1,0.007031927918724083
SSBP3P2,0.007031927918724083
PSMB3P2,0.007031927918724083
ENSG00000270248,0.007031927918724083
CUL1P1,0.007031927918724083
ABI1,0.006965806497600813
SLC37A2,0.006860483156022584
GLS2,0.006764887529514985
VDAC3P1,0.006650507913795123
ST6GALNAC3,0.006615018205489875
CKAP2L,0.006573254703913678
BSG-AS1,0.006441640293408546
GPR157,0.006401997178126978
SEC63P1,0.00635611755983051
SAMD13,0.006290125430512716
FOXD3-AS1,0.006140822832352316
FAM32BP,0.006027366787477784
ENSG00000234356,0.006027366787477784
ENSG00000231397,0.006027366787477784
ENSG00000102069,0.006027366787477784
RPL3P9,0.006027366787477784
NMD3P1,0.006027366787477784
C1DP2,0.006027366787477784
SCARNA9,0.005961622210618606
WBP11P2,0.005918346066982723
RPL31P17,0.005800775478177728
PLEKHA3P1,0.005771078365072901
RPL34P16,0.005574184168877672
APPL1,0.0055558097384578176
CD83,0.0055543675675898685
USP13,0.005535910896346863
BPHL,0.00552694429089251
GOLGA2P7,0.005512155608566466
SYCE1L,0.005399299001542901
GPAT2P1,0.005399299001542901
RPS4XP16,0.005344566580774063
ENSG00000265150,0.005305422856320852
SMG1,0.005233102253155764
MST1P2,0.005222726131230197
HIKESHI,0.005176451483252187
SNX25,0.005159532869902561
PEX39,0.005057221618812613
S100A14,0.005033385478361199
GPR39,0.004932213265577107
DNAJB2,0.0049319513541741244
TAB2,0.004867797831921816
AKR1B1P1,0.004796214346931421
RPL35,0.00471126977025893
FZD2,0.004640291179058176
CSTPP1,0.004544970110083479
TPP2,0.00439659006815063
MAPT,0.00436743830325606
CASTOR1,0.004321160093864629
ADCK1,0.004295684673656902
IFITM3P1,0.004284227384422232
UNK,0.0042520391188389794
EYS,0.004194454079265719
ENSG00000243802,0.0041288682033781
UBE2HP1,0.0038071072788355143
PPARGC1A,0.003762096896810896
MAPDA,0.0036979270593795466
MAFG,0.003680955650719575
SPNS3,0.0036524819371499123
ZNF614,0.003633363604055334
ABCB6,0.003587774107126407
TPI1P1,0.00357739868475182
FBXL20,0.0035428554377361088
GUSBP1,0.003416458812843831
BCLAF1P1,0.0033932030178537853
DCUN1D2,0.0030952182512410387
MIER3,0.003064702167511868
BICRA,0.0030303389092557476
