cell_id,treatment_state,total_counts,mito_counts,non_mito_counts,mito_fraction,antigen_presentation_score,ribosomal_translation_score,housekeeping_output_score,mitochondrial_encoded_score,immune_leaning_score
GSM4918554_P3_treated_10d_TALL_011118_plate2_E2_rep_1_NA,treated,3030396.0,43954.0,2986442.0,0.014504375005774823,1.0273420570103693,1.3143318486649385,1.517029067587142,-0.1718024776105871,-0.6745
GSM4918555_P3_treated_10d_TALL_011118_plate2_E3_rep_1_NA,treated,781815.0,28303.0,753512.0,0.036201658960239955,-0.452629978660165,0.2589515400420451,0.17635844411788845,-0.7151236524912833,-0.6745
GSM4918556_P3_treated_10d_TALL_011118_plate2_E4_rep_1_NA,treated,1281712.0,41878.0,1239834.0,0.032673486711523335,0.40287892453119334,0.4301984366478517,0.510846999987519,-0.2315232689168274,-0.6745
GSM4918557_P3_treated_10d_TALL_011118_plate2_E5_rep_1_NA,treated,1451282.0,84429.0,1366853.0,0.058175461419627615,-0.37255592130987286,0.4545780798524878,0.9143339796117576,0.6339211833052041,-0.6745
GSM4918558_P3_treated_10d_TALL_011118_plate2_E6_rep_1_NA,treated,550229.0,10156.0,540073.0,0.01845776940146739,-0.14378128627537945,-0.2485302981351478,-0.21399290773251212,-1.9801481313087856,-0.6745
GSM4918559_P3_treated_10d_TALL_011118_plate2_E7_rep_1_NA,treated,920472.0,46577.0,873895.0,0.05060121329057266,-0.352766711578797,0.5334239243407459,0.7032849081394713,-0.1002564058910295,1.658886626770857
GSM4918560_P3_treated_10d_TALL_011118_plate2_E8_rep_1_NA,treated,1769674.0,59060.0,1710614.0,0.03337337837364396,1.1403038792873004,0.8600386286878857,0.9499344541079662,0.19283378098005208,2.495946589886167
GSM4918561_P3_treated_10d_TALL_011118_plate2_E9_rep_1_NA,treated,1414468.0,55961.0,1358507.0,0.03956328457059474,0.27409018884568487,0.635357994183777,0.7978235222106597,0.12630418992300954,4.084288002745552
GSM4918562_P3_treated_10d_TALL_011118_plate2_F10_rep_1_NA,treated,1878247.0,102636.0,1775611.0,0.05464457017633996,0.8718501336505075,1.2643989435202365,1.224233824127639,0.8749768836237534,2.3766425393604553
GSM4918564_P3_treated_10d_TALL_011118_plate2_F1_rep_1_NA,treated,1431223.0,66415.0,1364808.0,0.0464043688509757,-0.0458420649497496,0.5853086541521084,0.6477532891278016,0.3377074760630166,-0.6745
GSM4918565_P3_treated_10d_TALL_011118_plate2_F2_rep_1_NA,treated,2209235.0,50314.0,2158921.0,0.02277439928300973,0.47887998973914697,1.0279182391021222,1.056197567313337,-0.0049945528785222395,4.965631075384421
GSM4918566_P3_treated_10d_TALL_011118_plate2_F3_rep_1_NA,treated,877374.0,46847.0,830527.0,0.053394561498289216,0.10012963425369545,0.20232653657226154,0.14410247711959778,-0.0931217986659391,0.0
GSM4918567_P3_treated_10d_TALL_011118_plate2_F4_rep_1_NA,treated,1239358.0,53802.0,1185556.0,0.04341118546860552,0.1199764685568519,0.8408672210491193,0.6387853181113142,0.07751039059740576,5.172662921887583
GSM4918568_P3_treated_10d_TALL_011118_plate2_F5_rep_1_NA,treated,934866.0,43682.0,891184.0,0.046725413053849425,0.27791623576948843,0.3116026112444716,0.2002726467054381,-0.1794646283509731,-0.6745
GSM4918569_P3_treated_10d_TALL_011118_plate2_F6_rep_1_NA,treated,960835.0,51762.0,909073.0,0.05387189267668226,0.16533092873010272,0.4829177014938946,0.38575178070724386,0.029979547632189598,-0.6745
GSM4918570_P3_treated_10d_TALL_011118_plate2_F7_rep_1_NA,treated,1127394.0,37710.0,1089684.0,0.03344882090910543,0.2432405855991966,0.5248664082230634,0.4331922555877307,-0.3609248370658176,1.7435572067364198
GSM4918572_P3_treated_10d_TALL_011118_plate2_F9_rep_1_NA,treated,1505931.0,84526.0,1421405.0,0.05612873365379954,1.1901119790786403,1.1498173861200804,0.8345631450105593,0.6353531250708492,4.384146050837622
GSM4918573_P3_treated_10d_TALL_011118_plate2_G10_rep_1_NA,treated,1726708.0,54259.0,1672449.0,0.03142337905424658,0.5105575562625568,0.6802436509814884,0.8421556696815127,0.08818017408164056,3.6136688271148976
GSM4918575_P3_treated_10d_TALL_011118_plate2_G12_rep_1_NA,treated,1916723.0,119045.0,1797678.0,0.06210860932956927,1.5696934775082192,1.1682577014101572,1.125255929943347,1.0580470721208972,-0.6745
GSM4918576_P3_treated_10d_TALL_011118_plate2_G1_rep_1_NA,treated,2041167.0,117253.0,1923914.0,0.057444099380403464,0.6756960801497596,1.0254948877435608,1.3259072391457685,1.0393249333240608,3.637118101664274
