gene_id,mean_d1,mean_d2,delta_mean_d1_minus_d2,detected_frac_d1,detected_frac_d2,delta_detected_frac_d1_minus_d2,u_statistic,p_value,q_value_bh,abs_delta_mean
ERCC-00060,84.95476575121164,16.151020408163262,68.80374534304838,0.10096930533117943,0.10060024009603766,0.0003690652351417689,2589036.5,0.6648475970289576,0.6654655329877793,68.80374534304838
ERCC-00076,81.86914378029081,16.33373349339736,65.53541028689345,0.06138933764135694,0.060504201680671985,0.0008851359606849574,2584193.5,0.7613110620512722,0.7617236648256884,65.53541028689345
ERCC-00095,48.3610662358643,11.668667466986797,36.6923987688775,0.05169628432956376,0.04777911164465773,0.003917172684906031,2590957.5,0.4754737805083059,0.476136975242839,36.6923987688775
ENSG00000244734,30.13327948303714,18.15294117647058,11.980338306566559,0.08885298869143785,0.06554621848739461,0.02330677020404323,2639020.0,0.004512689818962547,0.004522839346242671,11.980338306566559
ENSG00000225972,9.990306946688209,6.279231692677056,3.7110752540111527,0.22051696284329636,0.26698679471789066,-0.0464698318745943,2477068.0,0.006249552331625933,0.006263122511175023,3.7110752540111527
ENSG00000188171,6.958804523424879,4.859303721488594,2.0995008019362853,0.0072697899838449105,0.09147659063625385,-0.08420680065240894,2360856.5,9.145862089556381e-24,1.1653714827779247e-23,2.0995008019362853
ENSG00000112394,3.5557350565428107,1.879711884753901,1.6760231717889098,0.014539579967689828,0.05522208883553399,-0.040682508867844164,2473392.5,2.034618875676236e-09,2.044904318740395e-09,1.6760231717889098
ENSG00000250731,3.1970920840064623,1.5262905162064815,1.6708015677999808,0.002423263327948304,0.0708283313325326,-0.0684050680045843,2402072.5,2.556726155692928e-20,3.0376548781851346e-20,1.6708015677999808
ENSG00000213406,1.9466882067851374,0.27779111644657956,1.6688970903385578,0.0032310177705977385,0.08835534213685413,-0.08512432436625639,2359148.5,3.932068345172591e-25,5.145212558188071e-25,1.6688970903385578
ENSG00000213343,1.8061389337641358,0.19543817527010904,1.6107007584940267,0.004038772213247173,0.0931572629051614,-0.08911849069191422,2348836.5,4.012992458125588e-26,5.361859133204815e-26,1.6107007584940267
ENSG00000231312,5.099353796445881,3.504921968787515,1.5944318276583656,0.012924071082390957,0.06602641056422534,-0.05310233948183438,2441509.5,4.235548661854271e-13,4.312977334894236e-13,1.5944318276583656
