cell_id,d2_subdomain,bcell_lymphoid_like_score,antigen_presentation_score,stress_immediate_early_score,malignant_output_core_score
GSM4916531_ND1_untreated_070218_plate1_C4_S25_rep1_NA,D2_2,1.271977814566616,0.915112520487512,0.7264677339203225,0.7755090173395873
GSM4916532_ND1_untreated_070218_plate1_C5_S33_rep1_NA,D2_2,0.8460223048241596,0.5264319322107099,0.7319686895270001,0.2551521257379345
GSM4916533_ND1_untreated_070218_plate1_C6_S41_rep1_NA,D2_2,0.9748955329448059,0.20208440127667193,0.3201506979841161,0.16166078963817626
GSM4916534_ND1_untreated_070218_plate1_C7_S49_rep1_NA,D2_2,1.3142297855084568,1.0513410960130096,0.2769632122049369,0.7024987410447542
GSM4916535_ND1_untreated_070218_plate1_C8_S57_rep1_NA,D2_2,1.1659222140505048,-0.047395732941453536,1.2099032248736084,0.2274473038753566
GSM4916536_ND1_untreated_070218_plate1_C9_S65_rep1_NA,D2_2,1.5964091850460127,1.1711609750462035,1.2833130171526146,1.3327368492970388
GSM4916538_ND1_untreated_070218_plate1_D11_S82_rep1_NA,D2_2,1.6428175226501658,1.7097563899434356,1.5669157765700832,1.6380793076807452
GSM4916539_ND1_untreated_070218_plate1_D12_S90_rep1_NA,D2_2,1.7381459151978782,2.3657459208121545,-1.3034943303156221,1.173490514732821
GSM4916540_ND1_untreated_070218_plate1_D1_S4_rep1_NA,D2_2,1.3249384670935502,0.9894308971455523,1.300339175671271,0.8826969558961069
GSM4916541_ND1_untreated_070218_plate1_D2_S12_rep1_NA,D2_1,1.3397182612865466,1.9733992072652697,1.2279855131094708,1.318383359197778
GSM4916542_ND1_untreated_070218_plate1_D3_S19_rep1_NA,D2_2,1.3223502417407622,0.7992585138696001,0.7619313418570131,0.7008176943980109
GSM4916543_ND1_untreated_070218_plate1_D4_S26_rep1_NA,D2_1,1.0653038914452955,2.20858349728038,1.1124420243056412,1.690485286703281
GSM4916544_ND1_untreated_070218_plate1_D5_S34_rep1_NA,D2_2,1.0878330036038582,0.8155960889463509,1.3706948341676082,-0.052567475936727746
GSM4916545_ND1_untreated_070218_plate1_D6_S42_rep1_NA,D2_2,1.4970365825914145,1.4405407434772635,1.4471834835854176,1.0068385495391257
GSM4916546_ND1_untreated_070218_plate1_D7_S50_rep1_NA,D2_2,1.7341380285050372,1.1954499566319572,1.213663167033794,1.4611345009141217
GSM4916547_ND1_untreated_070218_plate1_D8_S58_rep1_NA,D2_2,1.505402901349611,1.5843907934702388,1.3381145680502498,1.4403043714152173
GSM4916548_ND1_untreated_070218_plate1_D9_S66_rep1_NA,D2_2,1.5677619096054412,1.6745971717208725,1.8427558494066107,1.9890700860375434
GSM4916549_ND1_untreated_070218_plate1_E10_S75_rep1_NA,D2_1,-0.6745,2.549254498729309,1.8695995462927049,2.184139858135415
GSM4916552_ND1_untreated_070218_plate1_E1_S5_rep1_NA,D2_1,0.5663383738174478,1.8119192323281403,1.1832915515636033,1.0799951058816897
GSM4916553_ND1_untreated_070218_plate1_E2_S13_rep1_NA,D2_1,-0.6745,1.3770418199028438,1.1860515849829971,1.0989716003220529
GSM4916554_ND1_untreated_070218_plate1_E3_S20_rep1_NA,D2_1,-0.6745,1.557817064830772,1.5034542152039048,1.0593975202317245
GSM4916555_ND1_untreated_070218_plate1_E4_S27_rep1_NA,D2_2,0.2245452103485798,0.19538009154550856,0.9725353126145938,-0.26803007706941984
GSM4916557_ND1_untreated_070218_plate1_E6_S43_rep1_NA,D2_1,-0.6745,1.5470641555914602,1.5712647397336275,0.9914580739578805
GSM4916558_ND1_untreated_070218_plate1_E7_S51_rep1_NA,D2_1,-0.6745,2.1678073263156374,1.8468317617663348,1.604829214913976
GSM4916559_ND1_untreated_070218_plate1_E8_S59_rep1_NA,D2_1,-0.6745,1.5125947331293725,1.2324421715130163,1.1442795215945445
GSM4916560_ND1_untreated_070218_plate1_E9_S67_rep1_NA,D2_1,0.7806001892539914,1.77801395767853,1.741659155937413,1.3835787990751203
GSM4916561_ND1_untreated_070218_plate1_F10_S76_rep1_NA,D2_1,-0.6745,2.8913022786793587,2.175349962943443,2.3402150112464724
GSM4916562_ND1_untreated_070218_plate1_F11_S84_rep1_NA,D2_1,0.7140969403779295,2.1804531856041542,1.3935186957606938,1.634551647886569
GSM4916563_ND1_untreated_070218_plate1_F12_S92_rep1_NA,D2_1,0.2245452103485798,2.2360710628773175,1.2467973215735613,1.7395926152551149
GSM4916564_ND1_untreated_070218_plate1_F1_S6_rep1_NA,D2_2,-0.6745,-0.7074405614298072,-0.15522120081001473,-0.5611262865959427
GSM4916565_ND1_untreated_070218_plate1_F3_S21_rep1_NA,D2_2,-0.6745,1.677525445926276,1.4621530337613535,1.41315578830236
GSM4916566_ND1_untreated_070218_plate1_F4_S28_rep1_NA,D2_2,-0.5292543307897482,0.38999933249962,1.097126915114774,-0.1288273735550338
GSM4916567_ND1_untreated_070218_plate1_F5_S36_rep1_NA,D2_1,-0.6745,1.8946573807905114,1.557504530646008,1.0696652779465057
GSM4916568_ND1_untreated_070218_plate1_F6_S44_rep1_NA,D2_2,-0.6745,0.40869592943178557,0.2612101253248192,-0.7033096297002003
GSM4916569_ND1_untreated_070218_plate1_F7_S52_rep1_NA,D2_1,-0.6745,1.224892177093336,1.5656703451814924,1.0369266757195146
